Ticker,Description,Last,Change %,Change,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Yearly Performance,Country,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Dividends Paid (FY),Dividends per Share (FY),Dividends Yield (FY),EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Gap %,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Money Flow (14),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Shares Float,Total Assets (MRQ),Total Current Assets (MRQ),Total Debt (MRQ),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ)
MEEC,Midwest Energy Emissions Corp.,0.44,-4.34782609,-0.02,286896,126234.24,39431018.62,,-0.054,11,Producer Manufacturing,-59.63302752,United States,0.31237536,-1.30946639,0,0,,-522760,,69595400,8.58695652,0,41.06238713,2718053,1779210,Industrial Machinery,8158448,55.58259901,11579424,-5825622,-34.56581488,-9.58026629,,,,2.95964093,4.00518649,0.26778366,-51.17664693,,-208.8683073,741677.0909,63652919.15,9470830,4971735,12445437,20579897,18975035,8158448,89615900
SVT,"Servotronics, Inc.",14.2852,3.14223827,0.4352,15872,226734.6944,35593962.97,8.70805267,1.6564,318,Producer Manufacturing,57.96271314,United States,5.28663366,0.14529782,0,,,-2066000,14.4558,21900200,1.15523466,0,13.07946204,8240000,1772000,Metal Fabrication,49844000,86.06669018,-6196000,100000,9.8132913,-8.56938765,1.02793402,0.725078,209.799,0.85538696,0.69009209,2.73465347,7.38838147,10.83845693,9.09225766,156742.1384,873604.4187,54213000,42716000,5630000,17853000,15465000,49844000,2491670
NAUH,"National American University Holdings, Inc.",0.0735,-9.37114673,-0.0076,50313,3698.0055,1811775,,-0.223,312,Consumer Services,-53.77358491,United States,0.14083881,-1.51491901,0,0,,-3783000,,23112900,-0.12330456,363000,49.87350427,7604000,1764000,Other Consumer Services,15492000,9.44793374,20301000,-6092000,-37.54529915,-34.78974359,,,,0.13635416,0.12866783,0.14083881,-20.81737878,,-126.4770241,49653.84615,8774833.05,23010000,2851000,21324000,37135000,37086000,15492000,24650000
INBP,"Integrated BioPharma, Inc.",0.8795,-7.37230121,-0.07,8750,7695.625,26238073.57,3.92195767,0.2453,147,Health Technology,-9.76710783,United States,2.06170077,0.32831363,0,0,,5176000,5.86158,37723300,-8.3728278,0,13.05083367,9143000,1750000,Pharmaceuticals: Major,63559000,45.19514472,5114000,8013000,11.86661244,7.06954046,1.8494646,1.86567,10.886,0.4694856,0.44942682,0.66346974,27.87862575,59.54372934,50.86282029,432374.1497,9386623.656,27071000,19347000,5276000,11106000,11001000,63559000,29832900
SURG,"SurgePays, Inc.",3.02,0.33222591,0.01,96388,291091.76,36380513.17,,-3.503,31,Technology Services,-62.25,United States,0.25261418,-1.03551634,0,0,,-4657090,,29884300,1.66112957,866782,4.71304005,1295308,1722350,Packaged Software,54406788,14.82834342,10284930,-10721627,-19.54936654,-11.83791027,,,,0.20652569,0.11965365,0.20795646,-115.7144028,,,1755057.677,11107740.35,8630959,2840267,10920457,18051037,19176864,54406788,12046500
UUU,"Universal Security Instruments, Inc.",4.765,23.44559585,0.905,2829992,13484911.88,11020906.06,,-0.1294,13,Electronic Technology,-17.13043478,United States,1.92191197,0.71453871,0,0,,-300910,51.559,10959400,-2.84974093,0,30.06775149,5639709,1716623,Computer Communications,17520151,25.22926527,3095613,268343,-1.63858792,-2.56128574,2.43226676,1.61334,11.2462,0.62837201,0.65478428,0.93271301,-3.40102586,-5.95463332,-5.35502768,1347703.923,1834084.764,10053655,9954372,3482836,2778798,5179411,17520151,2312890
SDPI,"Superior Drilling Products, Inc.",1.13,5.60747664,0.06,1812108,2047682.04,31831066.58,,-0.0711,41,Industrial Services,20.21276596,United States,1.34325188,1.89405192,0,0,,240740,,50080200,0,0,35.70467377,2548725,1714751,Oilfield Services/Equipment,10470798,91.74119172,4310340,-3429874,-16.74700368,-19.42055587,7.13632205,12.9218,43.6341,2.80046999,2.85104767,1.10004772,-13.87712424,-44.21405494,-23.59625612,255385.3171,13174321.87,13226899,5897272,6779738,8816148,9647410,10470798,28169100
GEOS,Geospace Technologies Corporation,6.3994,8.64855688,0.5094,361762,2315059.743,83075354.38,,-1.5022,649,Industrial Services,-36.45084409,United States,4.93860787,0.0086787,0,0,,-6743000,178.721,72819600,1.3582343,5072000,13.35505658,16294000,1702000,Oilfield Services/Equipment,94864000,44.35377993,-13613000,-14056000,-23.430298,-32.42490669,0.62818817,0.641469,,1.05629177,0.9716712,3.21625594,-11.63173049,-13.39583912,-13.3494908,146169.4915,12298564,150533000,57115000,1175000,21472000,15144000,94864000,12981700
JRSS,JRSIS Health Care Corp,0.1033,-34.94962217,-0.0555,47241,4879.9953,1924331.309,0.7578534,0.1552,875,Health Technology,-80.50943396,China,0.66096303,0.68760507,0,0,,10759330,3.22209,38685100,-24.55919395,0,22.2953846,9307612,1695942,Medical Specialties,35706197,85.63381446,21096037,2679095,6.44240993,14.96285161,0.11098651,0.330913,1.77696,0.04967966,0.05925229,0.56241008,4.56239287,15.06293078,8.00592419,40807.08229,5234375.8,70995707,11699815,21623679,29964464,39547889,35706197,18628600
DTST,Data Storage Corporation,3.36,-4.27350427,-0.15,763442,2565165.12,22487615.29,139.9176955,0.0257,,Technology Services,-73.75,United States,5.24941285,0.09396256,0,0,,1025650,18.5518,17913600,-1.70940171,6610021,43.3417275,3895728,1692636,Information Technology Services,9320933,89.52801432,-10767953,200016,2.20213701,-2.71590262,5.42420472,1.31052,18.7889,1.76945204,1.22782082,5.24941285,1.57270313,2.22202466,1.999416,,3926490.01,26791411,15248043,2121079,5831156,4217749,9320933,6692740
SQFT,"Presidio Property Trust, Inc.",3.9101,6.25271739,0.2301,157218,614738.1018,44927951.33,,-0.6335,22,Finance,13.99708455,United States,,1.25221875,-963456,0.1,10.615385,7581380,17.3375,110835000,0.54347826,2423000,39.21399826,9259188,1654788,Real Estate Investment Trusts,24351792,65.96987178,58608675,-4848891,-25.15029811,9.75992176,1.06303527,0.751598,,2.03469867,1.44520225,,-2.95354445,-11.198194,-3.37559727,1106899.636,10506891.66,161834626,,86424971,135446035,92817155,24351792,11490200
SMIT,"Schmitt Industries, Inc.",4.69,0.21367521,0.01,13770,64581.3,17874257.35,,-1.2532,138,Producer Manufacturing,-19.68352913,United States,1.81810412,3.22269449,0,0,,-8551370,,32490000,1.49358974,0,51.730127,3270762,1605091,Industrial Machinery,7864350,47.48086657,11482126,-8089672,-42.82099506,-86.04828818,4.82155234,4.20756,,1.65945606,2.29844277,1.39919906,-19.52121378,-64.47214653,-31.10344272,56988.04348,3265361.885,23293787,7923505,16054900,17404347,18311962,7864350,3811140
BRST,Broad Street Realty Inc.,2.5,14.94252874,0.325,4923,12307.5,79711027.72,,-0.3505,43,Finance,85.18518519,United States,,3.54161415,0,0,,5161000,25.4432,217638000,14.94252874,0,21.14682732,4121000,1598000,Real Estate Development,19659000,49.81894964,146347000,-8145000,-37.61048327,-25.13082098,1.26219915,1.58749,,3.16891045,2.80144056,,-4.13809119,-18.23978504,-5.17380613,457186.0465,25293256.83,223866000,,157361000,147942000,179434000,19659000,31884400
WULF,TeraWulf Inc.,7.98,-31.67808219,-3.7,626467,4999206.66,797810469.4,,-0.2174,58,Process Industries,-15.10638298,United States,2.37200604,0,0,0,,-760980,,54763500,0.25684932,0,33.75650543,3905077,1582090,Chemicals: Major Diversified,13432220,77.50022894,-1500847,-439320,-2.65384734,-9.24371187,1.55078875,5.527,,1.12941723,1.36688713,1.62164679,-3.1276603,-4.20968631,-4.11396454,231590,29701629.33,12380206,5214388,0,3596053,2198303,13432220,99976200
BOSC,B.O.S. Better Online Solutions,2.43,-1.2195122,-0.03,17445,42391.35,12694320,20.01462226,0.1246,88,Electronic Technology,-28.52941176,Israel,2.12190083,0.19046277,0,0,,1088000,16.3757,20111500,0,4676000,19.31334153,6118000,1575000,Semiconductors,33551000,87.08794905,466000,-960000,1.71235814,2.37557531,0.91152934,1.29108,10.0169,0.39533774,0.31562136,1.49611084,2.49645745,4.65604353,4.07552305,381261.3636,4252905.416,24335000,17459000,2704000,11159000,10138000,33551000,5224000
ACY,AeroCentury Corp.,4.1284,2.44168734,0.0984,1437247,5933530.515,91171808.81,,-1.7397,9,Finance,157.0610212,United States,,0,0,0,0,511800,15.3618,254295000,0.24813896,4688600,67.19122141,8694500,1568400,Finance/Rental/Leasing,16023700,88.26441546,-10625600,-42243700,48.21698513,-23.67130319,,15.5792,4.18017,10.03918934,2.01632429,,6.33806944,66.30078808,7.22279377,1780411.111,12456205.34,18883100,,0,110994100,1878300,16023700,22084100
OCEL,"Organicell Regenerative Medicine, Inc.",0.022,-15.38461538,-0.004,1519467,33428.274,25282502.11,,-0.0127,22,Health Technology,-80.86956522,United States,0.1253388,-0.31027805,0,0,,-12691400,,69792500,-8.84615385,0,90.21201836,5049606,1558731,Pharmaceuticals: Major,5597487,10.37236604,718505,-12756560,-227.8979835,-227.6754372,,,,4.65285638,4.35342352,0.06842991,-780.9033558,,,254431.2273,571737342.8,1932957,517194,827075,4598550,4598550,5597487,1149200000
SYSX,Sysorex Inc.,0.054,-26.02739726,-0.019,5279978,285118.812,8498963.077,,-5.3121,18,Technology Services,-93.50415013,United States,0.44807462,1.53408158,0,0,,-1804000,,161605000,-5.47945205,1634000,29.61728601,1333000,1554000,Information Technology Services,11526000,59.56137716,6940000,-3464000,-174.5431317,-27.25101372,,19.1889,,0.55443302,0.00222498,0.44807462,-225.4079839,,,640333.3333,107608693.8,26497000,8599000,11208000,26976000,19191000,11526000,157388000
KOSS,Koss Corporation,7.6,-0.65359477,-0.05,165347,1256637.2,69523239.9,377.184466,0.0323,35,Consumer Durables,-50.32679739,United States,7.70732878,0.09961898,0,0,,-91430,,101865000,0.65359477,0,36.33836417,6732135,1549693,Electronics/Appliances,19546008,28.03343692,-5626291,493594,1.85489747,-2.20784946,3.41708189,4.50061,,4.29948613,3.83183877,4.6411052,1.2858917,1.78046939,1.60934204,558457.3714,4367086.538,28531246,19471649,2162513,6749044,6823404,19546008,9147800
TMM/A,GRUPO TMM S.A.B.,2.56,-1.91570881,-0.05,7583,19412.48,13015659.12,,-0.10962678,934,Transportation,-29.67032967,Mexico,0.72608577,0.27083124,0,0,,2276118.852,,39623896.54,-3.0651341,0,4.42397662,12874708.29,1541544.858,Air Freight/Couriers,60388999.02,43.44531143,23646948.49,-19980979.15,-18.70404241,-5.43025281,0.12182265,0.144061,,0.21729814,0.22334008,0.63341306,-5.95239474,-11.27430278,-10.05309688,64656.31587,50208536.7,198294397.4,43147469.15,27338801.45,89490301.37,97350351.97,60388999.02,102183000
RAIL,"Freightcar America, Inc.",3.9,-3.46534653,-0.14,164254,640590.6,62194188.44,,-2.8819,669,Producer Manufacturing,27.45098039,United States,1.98714493,-10.07237903,0,0,,-9474000,,172599000,-0.99009901,0,6.62916642,-13502000,1538000,Trucks/Construction/Farm Machinery,108447000,55.91056965,72432000,-84443000,-28.94746608,-9.19939985,1.99667899,,,0.45953711,0.4855378,1.2752516,-27.63138585,-287.8509107,-62.51259388,162103.139,10181920.41,184105000,124592000,99918000,152245000,194025000,108447000,15947200
HTGM,"HTG Molecular Diagnostics, Inc.",1.89,-2.57731959,-0.05,133153,251659.17,14341480.89,,-2.626,84,Health Technology,-68.55241265,United States,3.92788438,1.11298515,0,0,,-15296570,,33636200,-0.51546392,0,55.87348443,4557332,1536649,Biotechnology,8548864,57.58866359,-8847894,-20870218,-188.6023269,-194.0975585,0.70005134,2.88187,,1.68454282,1.05563033,3.63825609,-45.61761429,-104.5000171,-57.10587471,101772.1905,6457760.526,34507394,31745028,16569424,20713248,19620022,8548864,7588090
RELI,"Reliance Global Group, Inc.",6.81,3.96946565,0.26,781385,5321231.85,94945032.63,,-0.3385,,Consumer Services,51.33333333,United States,,0.76224034,0,0,,-1396680,,32144300,0.61068702,9750492,60.60440707,4384045,1532402,Broadcasting,7279530,92.40091051,3590171,-3699005,-31.73004642,-31.16329634,369.5308382,2.23701,,8.50374712,4.02880954,,-12.85958954,-44.08343482,-18.81029936,,7614200.228,26228789,,9729645,17807699,13464252,7279530,13942000
LUVU,"Luvu Brands, Inc.",0.161,6.62251656,0.01,160132,25781.252,12226639.06,12.00657895,0.0155,204,Consumer Services,45.70135747,United States,1.17776382,2.98554913,0,0,,2064000,14.5833,27780500,8.60927152,0,23.81457891,6081000,1499000,Other Consumer Services,23105000,65.56474592,4084000,2563000,4.57261933,5.9880475,10.35167328,13.4537,60.2279,0.54973495,0.5963137,0.45414573,12.54314064,102.1519543,26.82195572,113259.8039,37009145.84,10020000,5625000,5165000,8923000,8290000,23105000,75941900
BDR,"Blonder Tongue Laboratories, Inc.",0.63,46.51162791,0.2,22942812,14453971.56,8078341.895,,-0.1509,85,Electronic Technology,-51.7611026,United States,1.35443262,1.51131824,0,0,,-3362000,,19342800,8.13953488,493000,30.97961213,3018000,1499000,Telecommunications Equipment,16379000,83.27935005,5404000,-7474000,-8.71456987,-27.89656887,5.32560964,3.76089,,0.43320425,0.34445693,0.63085106,-10.92495909,-44.02574973,-20.28796759,192694.1176,7157468.972,12130000,7639000,5675000,9893000,8375000,16379000,12822800
PBSV,"Pharma-Bio Serv, Inc.",0.82,-3.52941176,-0.03,2820,2312.4,18834978.82,,-0.0908,190,Commercial Services,-44.21768707,Puerto Rico,8.60824677,0.03264353,-1727364,0,0,-3780960,,6864180,9.41176471,0,26.64636524,5359963,1498919,Miscellaneous Commercial Services,20115175,38.32705695,-16850921,-2089240,-10.38638739,-19.15814304,1.13108414,1.25271,,1.06450296,1.06459038,8.60824677,-7.76092889,-10.03699377,-9.617314,105869.3421,8198710.361,23921201,22822356,617424,5007070,5007070,20115175,22969500
MRCC,Monroe Capital Corporation,10.93,4.89443378,0.51,221111,2416743.23,235470874.1,6.84281843,1.6236,,Finance,14.57023061,United States,,1.31768498,-23064000,1.1,9.0009,56044000,23.1797,533773000,4.89443378,0,72.71809143,53439000,1495000,Investment Managers,64116000,75.38920605,309931000,1646000,77.88001885,125.780461,1.00961268,0.90753,250.776,5.37185717,3.62570404,,6.12996024,14.53953529,6.20699832,,19775705.02,579451000,,325007000,350689000,332801000,64116000,21543500
CVR,Chicago Rivet & Machine Co.,26.79,-2.04753199,-0.56,14941,400269.39,25882677.69,17.64364106,1.549,209,Producer Manufacturing,-4.24858911,United States,7.6175029,0,-502388,0.52,3.219905,3238590,11.6943,20343700,-0.27787934,0,20.56125386,4915202,1486031,Metal Fabrication,27590653,47.46269935,-5616282,50450,4.33904257,5.55288735,0.9198183,0.892073,,0.76555562,0.95700481,4.65476705,4.67183986,5.21092791,5.21092791,132012.6938,782197.8576,32632049,19913897,0,2531982,3531313,27590653,966132
VRAR,"The Glimpse Group, Inc.",6.51,-19.23076923,-1.55,998649,6501204.99,82085131.63,,-0.683,65,Technology Services,-63.13703284,United States,25.41277283,0.02050066,0,0,,-5632340,,98605300,-0.99255583,550000,75.39073454,1960285,1477748,Packaged Software,3421495,,-24451645,-6091687,-158.3229633,-124.6148135,,4.04398,,18.59515874,20.67956003,25.41277283,,,,52638.38462,7969669.919,32267150,30842720,623828,4392818,1837498,3421495,12609100
BRN,"Barnwell Industries, Inc.",2.99,4.9122807,0.14,797222,2383693.78,28247186.25,4.01355225,0.7674,36,Energy Minerals,11.98501873,United States,2.35706114,0.01902651,0,0,,-2494000,,15576700,2.80701754,0,21.31355688,3301000,1475000,Oil & Gas Production,16375000,42.78105371,-11936000,6253000,38.9103711,-24.62053443,3.06269577,2.54469,47.6817,1.67914678,1.61611202,2.35706114,32.32332918,147.5112132,141.0460251,454861.1111,4811809.246,27675000,18543000,206000,14928000,16848000,16375000,9447220
VLD,"Velo3D, Inc.",7.05,-13.28413284,-1.08,1232503,8689146.15,1291305062,,-3.0932,,Finance,-30.81452404,United States,4.65328942,0.24530974,0,,,-19241390,,-101182000,-0.73800738,0,16.9211342,0,1474000,Financial Conglomerates,0,44.80161231,-266857000,-1767451,-630.4311675,-227.5902996,1.15111405,12.5489,,17.67836691,,4.43814142,-31.56997476,-89.88912004,-79.73699082,,51327864.56,347790000,329183000,29969000,55927140,225622000,0,183164000
CRVW,"Careview Communications, Inc.",0.095,-9.51519192,-0.00999,13000,1235,13241171.51,,-0.0699,56,Electronic Technology,-0.10515247,United States,0.028174,-0.94865674,0,0,,-115550,,123678000,-9.51519192,0,60.41312872,3126756,1469120,Telecommunications Equipment,6461995,65.92788875,104164244,-11682646,-128.4939684,-10.2208366,,,,1.92972367,2.26456144,0.02371859,-168.3921433,,,115392.7679,92389392.76,5500164,2482563,104435311,108764539,115587729,6461995,139381000
CTEK,"CynergisTek, Inc.",1.3712,-2.05714286,-0.0288,334850,459146.32,18080708.69,,-1.164,107,Technology Services,-35.62441315,United States,2.42756239,0.01388765,0,0,,-4068820,,17975900,-2.14285714,8394483,35.2996119,4393443,1464212,Information Technology Services,18872235,39.46135447,-4722882,-18468488,-76.20729777,-34.3919562,0.68709844,0.881692,,1.01977781,0.75073169,2.42756239,-33.9945612,-41.62061862,-40.64500314,176376.028,11935400.2,30507275,10089629,365259,8963642,4206280,18872235,13186000
JSDA,Jones Soda Co.,0.5707,-3.59797297,-0.0213,125147,71421.3929,38716820.65,,-0.0223,21,Consumer Non-Durables,5.48983364,United States,3.36340039,0.37740954,0,0,,-1316000,,60198900,0,0,29.3781372,2679000,1463000,Beverages: Non-Alcoholic,11895000,79.75812382,-3690000,-2997000,-9.66954824,-10.34578918,8.06679875,11.3529,,2.56510149,2.96104266,2.88221934,-13.6281012,-25.03384171,-18.22003284,566428.5714,45057008.62,11052000,10366000,2232000,4674000,5138000,11895000,67840900
RCRT,"Recruiter.com Group, Inc.",2.7101,7.54365079,0.1901,359019,972977.3919,39456130.11,,-5.6293,270,Commercial Services,-66.12375,United States,1.43403941,0.26403152,0,,,-8105110,,45108300,-1.58730159,9161486,21.92336911,1677838,1461288,Personnel Services,8502892,45.2788007,-427089,-17036837,-114.2609551,-61.72866044,,2.58795,,2.23071599,0.60756698,1.43403941,-104.2619064,-247.0920845,-197.9465921,31492.19259,10566252.71,29346519,10821270,4919680,16832059,10713592,8502892,14558900
MACE,"Mace Security International, Inc.",0.2275,-3.05741984,-0.007175,378744,86164.26,13410215,10.9872093,0.0217,37,Electronic Technology,-43.96551724,United States,3.29883624,0.04979911,0,0,,1476000,10.3298,19928800,1.37424097,1031000,37.21366376,5839000,1453000,Aerospace & Defense,15391000,49.54432657,93000,1701000,9.37039518,5.21768252,1.83632618,2.08433,28.3476,1.02899868,0.98116515,1.39983375,11.8298664,16.2702797,15.3668717,415972.973,57945981.11,12093000,7937000,471000,3139000,2635000,15391000,58946000
AMS,American Shared Hospital Services,2.39,0.84388186,0.02,15468,36968.52,14024519.8,,-1.0809,10,Health Services,5.28634361,United States,3.00982104,0.68776354,0,0,,6925000,3.7498,30592500,0.66244726,1265000,30.64911381,4285000,1450000,Medical/Nursing Services,17837000,79.1066471,9306000,-7058000,-35.65281815,6.78178606,0.70904704,0.827745,1.42321,0.82348366,0.81790109,3.00982104,-12.96755003,-27.82856253,-17.61534021,1783700,3198441.42,44147000,13791000,16474000,20149000,20194000,17837000,5868000
DJCO,Daily Journal Corp. (S.C.),319,-1.3483424,-4.36,6762,2157078,440457962.4,7.23346576,43.8227,290,Consumer Services,-6.32799883,United States,9.49217455,0.26979302,0,0,,2992000,43.205,152989000,0.06803563,0,14.16519793,6650000,1420000,Publishing: Newspapers,49389000,40.16632425,-339565000,112900000,119.8249401,4.99633642,1.71882246,1.88343,135.815,8.66749856,8.86194648,9.4909252,16.36789071,26.1639245,22.02377161,170306.8966,1075838.978,436007000,417874000,70556000,135936000,174488000,49389000,1380750
NEPH,"Nephros, Inc.",4.46,-1.54525386,-0.07,92494,412523.24,45752661.44,,-0.4095,,Health Technology,-42.15304799,United States,5.70460251,0.07614076,,,,-3896000,,57728800,0.22075055,759000,53.04690504,5541000,1418000,Medical Specialties,10404000,45.80984872,-5850000,-4107000,-39.47520185,-41.66666667,3.90337181,5.17526,,4.38774277,4.28482733,3.69832636,-22.71570796,-33.91832184,-31.18451025,,8986778.994,17650000,13634000,1123000,2901000,2901000,10404000,10258400
VERB,"Verb Technology Company, Inc.",1.17,-0.84745763,-0.01,909498,1064112.66,86270492.36,,-0.7411,167,Technology Services,-42.92682927,United States,0.33384785,0.40346981,0,0,,-32760000,,130336000,-0.84745763,19763000,36.12987799,3654000,1414000,Packaged Software,9965000,81.89699084,2156000,-24956000,-415.7305637,-352.3041242,5.24887683,9.34944,,7.94363304,4.26438797,0.33357222,-105.0876835,-227.8797259,-187.0514042,59670.65868,63589114.02,35889000,6056000,5814000,21797000,21479000,9965000,73735400
SCND,"Scientific Industries, Inc.",5.62,-3.10344828,-0.18,326,1832.12,36294764,,-1.1858,59,Producer Manufacturing,-40.21276596,United States,8.54929721,0.06800447,0,0,,-7053600,,29311800,0.86206897,4395400,51.15583381,4945400,1408800,Miscellaneous Manufacturing,9775200,28.95036487,-9437100,-3267100,-45.80176709,-69.91868413,1.42831461,1.52019,,3.46909713,1.89251285,6.70829089,-23.04360691,-27.11851395,-25.6349914,165681.3559,930130.047,28852500,16787400,1733400,2818800,3363000,9775200,1503000
TIKK,Tel-Instrument Electronics Corp.,2.9655,-0.10106114,-0.003,2600,7710.3,9655333,12.7732358,0.3736,47,Electronic Technology,-16.46478873,United States,1.58447612,0.26131181,-80000,0,,1769820,26.9547,9421380,2.74549436,0,44.21389808,4782499,1407793,Aerospace & Defense,11582520,39.32201212,-5531517,600057,11.34050689,10.70113346,25.83101288,5.25496,,0.71335826,1.30020844,1.21292608,10.55544999,25.00024,22.15933748,246436.5957,1400449.454,16047393,11720026,1768343,10746897,9280217,11582520,3255890
DGLY,"Digital Ally, Inc.",1.04,0,0,1111323,1155775.92,54811062,1.9828408,0.5245,86,Electronic Technology,-38.82352941,United States,2.10392457,0.11690176,0,0,,-10530320,,28020700,-1.92307692,0,37.43008908,4062594,1400570,Telecommunications Equipment,10514868,33.7592383,-34668731,-2625881,193.6613486,-87.08040787,1.93932161,1.13258,,4.33216631,2.13676295,1.73456001,42.35314711,68.19571405,65.26323251,122265.907,49521805.66,91892252,66138430,6574326,6441020,35654211,10514868,52702900
NVFY,"Nova Lifestyle, Inc",1.4166,7.31818182,0.0966,177774,251834.6484,9472876.897,,-4.3541,35,Consumer Durables,-41.7037037,United States,15.91030483,0.06409606,0,0,,-24184180,,8873760,-2.27272727,218606,-121.342316,-19892441,1399539,Home Furnishings,11350230,92.5855712,-5652331,-25751794,-184.124979,-186.6874548,0.1939682,0.439801,,0.68077553,0.71748709,3.9429192,-47.87124607,-53.77403489,-51.76484169,324292.2857,4586286.494,40119408,37364444,2226545,5550047,5381784,11350230,6687050
ELTK,Eltek Ltd.,3.74,-6.5,-0.26,12420,46450.8,21842934.59,11.38065289,0.3346,285,Electronic Technology,-26.953125,Israel,2.52585366,0.81388604,0,0,,3864000,4.34186,38339200,-3.695,0,21.05667968,7738000,1395000,Electronic Components,36707000,71.25110579,4584000,2608000,5.28931487,6.26553071,1.45368298,2.03984,,0.65649036,0.46596963,2.01170732,5.93960735,14.41993629,9.22814895,128796.4912,1555509.802,37210000,20712000,13469000,19890000,20661000,36707000,5840360
HOMEX,DESARROLLADORA HOMEX SAB DE CV,0.048,4.34782609,0.002,4849831,232791.888,12947129.15,1.70212766,0.00136561,1046,Consumer Durables,33.33333333,Mexico,0.55701851,-0.44611752,0,0,,-5858819.61,,45603974.85,2.17391304,0,6.71038447,5406790.294,1378930.35,Homebuilding,49179844.92,36.27540456,27310423.81,20759880.56,14.21226177,-13.18961942,,,0.598433,0.24136325,0.03926154,0.06911857,5.34583285,,,47017.06016,5203944576,134741470.9,110018448.3,28470807.62,230811422.5,198560546.7,49179844.92,5569290000
CANBD,CAN B CORP.,5.8,12.62135922,0.65,4113,23855.4,11017851.73,,-13.7548,17,Health Technology,-12.07725075,United States,0.66024546,1.14894515,0,0,,-7752840,,32056800,5.82524272,55849,35.68955488,-1409209,1369486,Pharmaceuticals: Other,1709669,55.89836979,6250199,-5716511,-331.9089599,-267.3449649,,274.986,,3.29904424,0.70294967,0.55046527,-98.34841474,-218.2464429,-187.514948,100568.7647,954159.728,14612313,5180037,6440728,2435604,9006538,1709669,1129533.332
HGSH,"China HGS Real Estate, Inc.",2.94,5,0.14,129483,380680.02,75316354.77,11.14446529,0.2665,139,Consumer Durables,73.96449704,China,,0.62601951,0,0,,9159480,16.6539,165983000,-2.14285714,0,21.28175667,11981164,1363438,Homebuilding,58491165,71.1460544,115256701,6375438,11.0077386,15.5723177,0.39898172,0.262516,,1.29885489,1.21581873,,1.69750285,3.49647335,2.53864896,420799.7482,6785694.1,388518537,,120965389,194302852,195289115,58491165,25617800
PLAG,Planet Green Holdings Corp.,0.793,-11.78106575,-0.1059,18354,14554.722,28216468.82,,-0.3894,148,Consumer Non-Durables,-66.25531915,United States,1.10550338,0.15003759,0,0,,-5507070,,51883300,-5.43886973,16719258,13.51759348,1269065,1351012,Food: Specialty/Candy,3638801,59.37051718,7472371,-11051163,-42.84412788,-43.74035929,0.56703923,0.81568,,1.50345141,2.44339828,0.80138775,-13.63535558,-20.61347206,-20.37888492,24586.49324,19219564.52,81586255,28686171,8227394,3658919,26750704,3638801,29681900
NBY,"NovaBay Pharmaceuticals, Inc.",0.2951,-6.58436214,-0.0208,1458420,430379.742,14701400,,-0.173,25,Health Technology,-66.06875934,United States,4.00034795,0.02093123,0,0,,-7681000,,20029700,10.79455524,0,69.02712572,5964000,1347000,Biotechnology,9934000,58.63168709,-8832000,-11039000,-96.76577986,-100.743349,1.01757004,3.08375,,1.75747261,1.05927119,3.6631872,-50.61218922,-63.83894003,-63.29977819,397360,38857754.18,12239000,11497000,196000,35925000,2875000,9934000,49818400
MLSS,"Milestone Scientific, Inc.",1.35,-0.73529412,-0.01,179130,241825.5,91592007.73,,-0.0995,19,Health Technology,-63.61185984,United States,5.4287367,0.03787313,0,0,,-6747650,,116083000,0,0,58.94351045,3621312,1343883,Medical Specialties,5437236,56.81429098,-13883713,-7337273,-70.06853868,-72.72200567,5.50277118,7.81805,,10.00001396,16.12129538,4.95369659,-33.86118339,-42.23612423,-40.80269959,286170.3158,45608863.51,20077487,19159331,607032,3464482,4049448,5437236,67845900
BSQR,BSQUARE Corporation,1.67,1.21212121,0.02,306347,511599.49,33996357,,-0.1045,70,Technology Services,-57.17948718,United States,5.43080408,0.04478361,0,0,,-2692000,,7660230,0.60606061,0,14.91501416,7726000,1328000,Packaged Software,47144000,61.14774309,-39583000,-1889000,-3.93767705,-7.64872521,2.64671685,1.23156,25.0581,0.80059466,0.4821498,5.43080408,-4.67187631,-6.88431219,-6.44326412,673485.7143,19511852.85,50343000,47954000,1784000,13631000,10507000,47144000,20357100
